episode,timestep,reward
51,1000,14.549
101,2000,15.48
141,3000,11.675
188,4000,10.8085
226,5000,20.9737
264,6000,14.4474
300,7000,26.7222
337,8000,21.6216
362,9000,33.64
393,10000,30.2258
417,11000,35.9167
437,12000,34.75
459,13000,38.3182
481,14000,39.5
505,15000,36.625
530,16000,35.52
556,17000,39.5385
574,18000,50.7778
596,19000,42.3636
619,20000,42.8261
637,21000,49.6111
656,22000,48.1053
675,23000,48.9474
696,24000,42.7143
715,25000,49.7368
734,26000,51.6842
750,27000,59.5
770,28000,47.4
786,29000,54.9375
804,30000,55.5
821,31000,52.5882
839,32000,44.1111
858,33000,50.6316
876,34000,54.1111
896,35000,46.8
916,36000,41.35
934,37000,50.9444
950,38000,62.0
970,39000,41.0
990,40000,49.3
1006,41000,57.5
1023,42000,53.4118
1041,43000,52.0556
1062,44000,48.3333
1082,45000,48.7
1099,46000,58.4706
1116,47000,47.2353
1134,48000,51.4444
1151,49000,48.7647
1165,50000,71.1429
1182,51000,60.0
1201,52000,52.8421
1216,53000,63.8667
1234,54000,54.7778
1250,55000,61.25
1268,56000,53.6111
1285,57000,53.5294
1298,58000,75.0769
1314,59000,62.3125
1330,60000,55.125
1347,61000,55.0588
1364,62000,56.2941
1379,63000,62.3333
1393,64000,79.1429
1408,65000,59.0667
1423,66000,48.7333
1438,67000,55.6
1456,68000,56.4444
1472,69000,49.875
1486,70000,71.4286
1498,71000,78.5833
1516,72000,52.6111
1531,73000,67.3333
1548,74000,58.9412
1563,75000,53.0
1579,76000,54.625
1598,77000,53.4737
1613,78000,60.0
1629,79000,62.625
1645,80000,58.5
1663,81000,57.2222
1678,82000,62.7333
1696,83000,56.2222
1714,84000,57.8333
1730,85000,49.4375
1745,86000,54.0667
1762,87000,55.5882
1777,88000,60.0667
1794,89000,60.5294
1810,90000,55.1875
1826,91000,63.25
1841,92000,68.2
1855,93000,68.6429
1871,94000,52.4375
1886,95000,63.9333
1905,96000,54.9474
1921,97000,59.8125
1938,98000,58.5294
1956,99000,50.6667
1971,100000,65.2
