episode,timestep,reward
1,1000,1.316
3,2000,3.3495
5,3000,5.9675
7,4000,8.732
9,5000,11.191
11,6000,13.989
13,7000,16.5615
15,8000,19.252
17,9000,22.2045
19,10000,25.279
21,11000,28.095
23,12000,30.4655
25,13000,32.966
27,14000,35.4295
29,15000,38.136
31,16000,40.9925
33,17000,43.7035
35,18000,46.057
37,19000,48.392
39,20000,51.504
41,21000,54.5575
43,22000,57.427
45,23000,60.2465
47,24000,63.286
49,25000,65.811
51,26000,68.2735
53,27000,70.639
55,28000,73.0265
57,29000,75.5405
59,30000,78.0545
61,31000,80.474
63,32000,83.0665
65,33000,85.5205
67,34000,88.1645
69,35000,90.686
71,36000,93.6975
73,37000,96.372
75,38000,98.9285
77,39000,101.2595
79,40000,103.839
81,41000,106.42
83,42000,109.028
85,43000,111.524
87,44000,113.882
89,45000,116.425
91,46000,119.102
93,47000,121.6425
95,48000,124.3025
97,49000,126.826
99,50000,129.2645
101,51000,131.903
103,52000,134.401
105,53000,137.039
107,54000,139.781
109,55000,142.515
111,56000,145.233
113,57000,147.738
115,58000,150.4865
117,59000,153.151
119,60000,156.017
121,61000,158.79
123,62000,162.1835
125,63000,165.2655
127,64000,168.138
129,65000,170.694
131,66000,173.0385
133,67000,175.493
135,68000,178.471
137,69000,180.795
139,70000,183.033
141,71000,185.7965
143,72000,188.2185
145,73000,190.629
147,74000,192.9825
149,75000,195.7575
151,76000,198.582
153,77000,200.8055
155,78000,203.0705
157,79000,205.5145
159,80000,207.8205
161,81000,210.3975
163,82000,213.0265
165,83000,215.958
167,84000,218.3125
169,85000,220.674
171,86000,223.2235
173,87000,225.9505
175,88000,228.67
177,89000,231.163
179,90000,233.873
181,91000,236.46
183,92000,239.016
185,93000,241.38
187,94000,243.918
189,95000,246.467
191,96000,249.049
193,97000,251.739
195,98000,254.3415
197,99000,257.056
199,100000,259.7425
201,101000,262.5325
203,102000,265.0465
205,103000,267.772
207,104000,270.423
209,105000,273.035
211,106000,275.761
213,107000,278.3195
215,108000,280.885
217,109000,283.3695
219,110000,286.318
221,111000,289.249
223,112000,291.811
225,113000,294.8005
227,114000,297.5615
229,115000,300.83
231,116000,303.4625
233,117000,306.006
235,118000,308.689
237,119000,311.3545
239,120000,313.81
241,121000,316.132
243,122000,318.507
245,123000,321.0885
247,124000,323.8655
249,125000,326.34
251,126000,329.067
253,127000,331.387
255,128000,333.7755
257,129000,336.2095
259,130000,338.691
261,131000,341.499
263,132000,344.785
265,133000,347.611
267,134000,350.146
269,135000,352.7135
271,136000,355.026
273,137000,357.292
275,138000,359.8965
277,139000,362.4645
279,140000,365.436
281,141000,367.879
283,142000,370.4815
285,143000,373.6695
287,144000,376.1555
