episode,timestep,reward
70,1000,12.9857
133,2000,15.0635
207,3000,12.2838
286,4000,11.9494
357,5000,13.0282
436,6000,11.6835
513,7000,11.8052
596,8000,11.253
674,9000,11.7692
752,10000,11.8077
832,11000,11.525
907,12000,12.3733
979,13000,12.7778
1056,14000,12.026
1129,15000,12.7123
1210,16000,11.3333
1276,17000,14.1061
1348,18000,12.875
1424,19000,12.25
1499,20000,12.3333
1574,21000,12.2933
1649,22000,12.2667
1721,23000,12.9722
1797,24000,12.1711
1868,25000,13.1268
1942,26000,12.3919
2021,27000,11.7848
2098,28000,11.8961
2172,29000,12.3649
2248,30000,12.3553
2323,31000,12.3067
2399,32000,12.1447
2472,33000,12.6301
2545,34000,12.1644
2625,35000,12.1
2696,36000,13.0
2775,37000,11.6456
2845,38000,13.3857
2918,39000,12.7123
2986,40000,13.7206
3063,41000,11.9351
3135,42000,12.8333
3200,43000,14.3077
3271,44000,13.2535
3337,45000,14.0303
3402,46000,14.1846
3477,47000,12.4
3555,48000,11.9487
3626,49000,12.9577
