episode,timestep,reward
1,1000,1.377
3,2000,3.4285
5,3000,6.1415
7,4000,8.95
9,5000,11.3925
11,6000,14.282
13,7000,16.4545
15,8000,19.003
17,9000,21.5975
19,10000,24.078
21,11000,26.5655
23,12000,28.7375
25,13000,31.113
27,14000,33.9025
29,15000,36.1925
31,16000,38.3405
33,17000,40.5165
35,18000,43.1345
37,19000,45.2655
39,20000,47.313
41,21000,49.459
43,22000,51.815
45,23000,54.1675
47,24000,56.5755
49,25000,58.985
51,26000,61.2885
53,27000,63.7045
55,28000,66.2215
57,29000,68.536
59,30000,70.8815
61,31000,73.183
63,32000,75.449
65,33000,77.624
67,34000,79.6455
69,35000,81.664
71,36000,83.6945
73,37000,85.74
75,38000,88.0505
77,39000,90.61
79,40000,93.1515
81,41000,95.6365
83,42000,98.0445
85,43000,100.1255
87,44000,102.1355
89,45000,104.1515
91,46000,106.3875
93,47000,108.945
95,48000,111.249
97,49000,113.681
99,50000,116.162
101,51000,118.6035
