episode,timestep,reward
1,1000,1718.0
3,2000,3742.5
5,3000,7193.0001
7,4000,10044.5001
9,5000,12422.0001
11,6000,15365.5002
13,7000,18196.0002
15,8000,21074.0003
17,9000,24744.0003
19,10000,27499.0003
21,11000,30176.0003
23,12000,33213.5004
25,13000,36276.0004
27,14000,39004.0005
29,15000,41695.0005
31,16000,44463.5005
33,17000,47612.0005
35,18000,50440.5006
37,19000,53098.5007
39,20000,55562.5007
41,21000,57695.5007
43,22000,59752.0007
45,23000,61907.5008
47,24000,64324.5008
49,25000,66792.0008
51,26000,69880.5009
53,27000,72898.501
55,28000,76177.501
57,29000,79255.5012
59,30000,82389.0012
61,31000,85106.5013
63,32000,87781.5013
65,33000,90387.5013
67,34000,93436.5014
69,35000,96842.5015
71,36000,99746.5016
73,37000,102977.0016
75,38000,105848.0017
77,39000,108566.5018
79,40000,110992.0018
81,41000,113538.5018
83,42000,116149.5018
85,43000,119252.0019
87,44000,121438.0019
89,45000,124387.502
91,46000,127892.502
93,47000,130688.0021
95,48000,133205.5021
97,49000,136305.0022
99,50000,139811.0022
101,51000,142920.5023
103,52000,146106.5023
105,53000,149553.0024
107,54000,152690.0024
109,55000,154965.0024
111,56000,157737.0025
113,57000,159844.5025
115,58000,161881.5025
117,59000,163917.5025
119,60000,166040.0025
