episode,timestep,reward
46,1000,20.3913
91,2000,21.2
127,3000,27.0556
160,4000,29.3333
189,5000,33.5517
218,6000,33.0345
235,7000,55.8824
256,8000,48.6667
271,9000,64.0
287,10000,63.1875
297,11000,94.2
308,12000,88.7273
319,13000,84.7273
330,14000,99.3636
338,15000,120.875
345,16000,136.4286
353,17000,129.25
361,18000,124.125
368,19000,133.4286
375,20000,153.1429
381,21000,154.0
386,22000,204.2
391,23000,191.0
395,24000,195.0
399,25000,266.75
403,26000,300.0
406,27000,269.0
412,28000,189.6667
415,29000,298.0
419,30000,248.75
422,31000,288.0
426,32000,300.75
430,33000,250.0
433,34000,268.0
435,35000,473.0
437,36000,478.5
441,37000,293.0
446,38000,240.2
449,39000,332.0
452,40000,252.3333
456,41000,314.25
459,42000,241.3333
462,43000,357.3333
465,44000,336.6667
469,45000,280.0
473,46000,214.0
476,47000,363.3333
478,48000,405.5
481,49000,364.0
484,50000,380.3333
486,51000,392.0
488,52000,460.0
490,53000,435.0
493,54000,385.3333
495,55000,500.0
497,56000,500.0
501,57000,320.75
504,58000,336.6667
506,59000,438.0
509,60000,359.0
511,61000,487.0
513,62000,443.5
515,63000,434.0
518,64000,378.6667
520,65000,500.0
522,66000,453.0
524,67000,478.5
526,68000,500.0
528,69000,500.0
530,70000,500.0
532,71000,500.0
534,72000,452.0
537,73000,458.3333
539,74000,486.0
541,75000,500.0
543,76000,387.0
546,77000,423.6667
548,78000,500.0
551,79000,336.6667
553,80000,373.0
555,81000,500.0
557,82000,500.0
559,83000,477.5
561,84000,458.5
563,85000,453.5
565,86000,500.0
567,87000,500.0
569,88000,500.0
572,89000,456.6667
574,90000,414.5
576,91000,500.0
578,92000,500.0
580,93000,500.0
582,94000,500.0
584,95000,500.0
586,96000,500.0
588,97000,500.0
590,98000,500.0
592,99000,500.0
594,100000,500.0
596,101000,500.0
599,102000,380.3333
601,103000,500.0
603,104000,500.0
605,105000,457.0
607,106000,394.5
609,107000,500.0
611,108000,500.0
613,109000,500.0
615,110000,500.0
617,111000,500.0
619,112000,500.0
621,113000,500.0
623,114000,500.0
626,115000,423.3333
628,116000,500.0
630,117000,500.0
632,118000,500.0
634,119000,500.0
636,120000,500.0
638,121000,500.0
640,122000,500.0
642,123000,500.0
644,124000,500.0
646,125000,500.0
648,126000,500.0
650,127000,500.0
652,128000,500.0
654,129000,500.0
656,130000,500.0
658,131000,500.0
660,132000,500.0
662,133000,500.0
664,134000,500.0
666,135000,500.0
668,136000,500.0
670,137000,500.0
672,138000,500.0
674,139000,500.0
676,140000,500.0
678,141000,500.0
