episode,timestep,reward
56,1000,16.75
120,2000,14.6875
168,3000,19.7083
210,4000,22.381
248,5000,25.1316
288,6000,24.8
318,7000,32.3333
345,8000,35.5185
367,9000,43.7273
387,10000,48.2
403,11000,63.6875
421,12000,55.0
438,13000,57.3529
454,14000,60.5625
470,15000,61.25
485,16000,65.5333
501,17000,63.125
515,18000,68.1429
528,19000,77.4615
541,20000,77.1538
554,21000,73.6154
566,22000,83.0833
576,23000,99.4
587,24000,87.8182
596,25000,106.6667
608,26000,79.75
619,27000,96.0
628,28000,112.8889
636,29000,110.875
644,30000,128.375
654,31000,104.8
662,32000,124.875
669,33000,143.5714
675,34000,138.0
682,35000,156.5714
685,36000,251.6667
690,37000,245.4
693,38000,218.0
697,39000,296.25
700,40000,378.6667
704,41000,269.0
708,42000,219.5
711,43000,358.6667
715,44000,198.5
717,45000,500.0
720,46000,326.6667
723,47000,420.0
725,48000,454.5
727,49000,500.0
729,50000,500.0
731,51000,440.5
733,52000,500.0
735,53000,500.0
737,54000,377.0
739,55000,500.0
741,56000,500.0
743,57000,500.0
745,58000,500.0
747,59000,500.0
750,60000,478.3333
752,61000,500.0
754,62000,500.0
756,63000,433.5
758,64000,425.5
760,65000,500.0
762,66000,500.0
764,67000,500.0
766,68000,500.0
768,69000,500.0
770,70000,500.0
772,71000,500.0
774,72000,447.5
776,73000,500.0
778,74000,500.0
780,75000,500.0
782,76000,500.0
784,77000,500.0
786,78000,500.0
788,79000,500.0
790,80000,500.0
792,81000,500.0
794,82000,500.0
796,83000,500.0
798,84000,500.0
800,85000,500.0
802,86000,500.0
804,87000,500.0
806,88000,500.0
808,89000,500.0
810,90000,500.0
812,91000,500.0
814,92000,500.0
816,93000,500.0
818,94000,500.0
821,95000,433.6667
823,96000,500.0
825,97000,500.0
827,98000,500.0
829,99000,500.0
831,100000,500.0
833,101000,486.0
835,102000,500.0
837,103000,500.0
839,104000,500.0
841,105000,500.0
843,106000,500.0
845,107000,500.0
847,108000,500.0
849,109000,500.0
851,110000,422.0
853,111000,500.0
855,112000,500.0
857,113000,500.0
859,114000,500.0
861,115000,500.0
863,116000,500.0
865,117000,454.5
867,118000,500.0
869,119000,500.0
871,120000,500.0
874,121000,423.3333
876,122000,500.0
878,123000,500.0
880,124000,500.0
885,125000,221.2
889,126000,242.0
892,127000,334.3333
894,128000,381.0
896,129000,500.0
898,130000,470.0
901,131000,436.0
903,132000,475.5
905,133000,500.0
907,134000,500.0
909,135000,386.5
912,136000,408.0
914,137000,500.0
916,138000,341.0
918,139000,500.0
920,140000,500.0
922,141000,492.5
925,142000,404.6667
928,143000,300.0
930,144000,500.0
932,145000,500.0
934,146000,500.0
936,147000,500.0
939,148000,398.3333
941,149000,500.0
943,150000,500.0
945,151000,500.0
947,152000,500.0
949,153000,463.5
951,154000,500.0
953,155000,500.0
955,156000,500.0
958,157000,320.3333
960,158000,500.0
962,159000,500.0
964,160000,500.0
966,161000,500.0
969,162000,280.6667
971,163000,500.0
974,164000,397.6667
976,165000,500.0
978,166000,495.5
980,167000,428.5
982,168000,500.0
984,169000,500.0
986,170000,500.0
988,171000,500.0
990,172000,471.5
993,173000,432.6667
995,174000,397.5
997,175000,500.0
999,176000,500.0
1001,177000,500.0
1003,178000,500.0
1005,179000,500.0
1007,180000,500.0
1009,181000,500.0
1011,182000,500.0
1013,183000,500.0
1015,184000,500.0
1017,185000,500.0
1019,186000,476.5
1022,187000,415.0
1025,188000,311.3333
1027,189000,500.0
1029,190000,500.0
1031,191000,500.0
1033,192000,500.0
