episode,timestep,reward
71,1000,12.9437
136,2000,14.3692
256,3000,7.4
376,4000,7.3333
500,5000,7.0323
617,6000,7.5726
735,7000,7.4661
852,8000,7.5812
967,9000,7.6522
1086,10000,7.4454
1200,11000,7.7456
1313,12000,7.8142
1432,13000,7.4622
1545,14000,7.8142
1661,15000,7.6121
1772,16000,7.991
1887,17000,7.713
1998,18000,7.982
2116,19000,7.4915
2232,20000,7.6552
2348,21000,7.6034
2462,22000,7.7632
2572,23000,8.0727
2684,24000,7.9196
2792,25000,8.213
2893,26000,9.0297
2997,27000,8.5769
3107,28000,8.0727
3210,29000,8.7087
3315,30000,8.5143
3418,31000,8.7476
3526,32000,8.2778
3631,33000,8.4952
3739,34000,8.2685
3849,35000,8.1
3955,36000,8.4057
4060,37000,8.4762
4167,38000,8.4393
4264,39000,9.268
4365,40000,8.8911
4470,41000,8.5238
4576,42000,8.4151
4673,43000,9.3196
4777,44000,8.6058
4879,45000,8.8137
4984,46000,8.581
5087,47000,8.7087
5190,48000,8.5825
5289,49000,9.1717
5390,50000,8.8911
5490,51000,9.02
5592,52000,8.8039
5697,53000,8.5619
5794,54000,9.2784
5893,55000,9.0909
5998,56000,8.4381
6094,57000,9.5
6188,58000,9.617
6279,59000,10.033
6375,60000,9.4271
6464,61000,10.1573
6562,62000,9.2245
6650,63000,10.375
6738,64000,10.3636
6830,65000,9.913
6928,66000,9.2245
7031,67000,8.6796
7122,68000,10.011
7217,69000,9.4947
7309,70000,9.8478
7395,71000,10.5349
7485,72000,10.2222
7571,73000,10.686
7660,74000,10.1348
7749,75000,10.2697
7842,76000,9.7527
7931,77000,10.2921
8013,78000,11.2073
8100,79000,10.4138
8181,80000,11.3951
8258,81000,11.7662
8348,82000,10.2444
8436,83000,10.4545
8525,84000,10.1685
8617,85000,9.7174
8698,86000,11.284
8786,87000,10.5909
8875,88000,10.2247
8964,89000,10.1461
9042,90000,11.9487
9120,91000,11.7564
9201,92000,11.3827
9281,93000,11.2875
9360,94000,11.6835
9441,95000,11.4074
9514,96000,12.863
9590,97000,12.0789
9672,98000,11.3049
9749,99000,11.7792
9827,100000,11.9231
9914,101000,10.4598
9992,102000,11.8333
10071,103000,11.7848
10150,104000,11.3418
10226,105000,12.4737
10295,106000,13.2319
10371,107000,12.3684
10447,108000,12.1053
10525,109000,11.9231
10589,110000,14.5625
10669,111000,11.4375
10746,112000,12.0779
10821,113000,12.1467
10891,114000,13.5143
10960,115000,13.4348
11038,116000,11.8205
11113,117000,12.0533
11185,118000,12.7778
11260,119000,12.7467
11326,120000,14.0455
11398,121000,12.7639
11473,122000,12.5067
11546,123000,12.7397
11618,124000,12.7917
11691,125000,12.7123
11770,126000,11.4304
11851,127000,11.6296
11922,128000,13.0845
11994,129000,12.875
12063,130000,13.3043
12130,131000,14.0896
12197,132000,14.0
12276,133000,11.6329
12346,134000,13.2714
12418,135000,12.6806
12496,136000,12.0128
12570,137000,12.4459
12644,138000,12.3784
12714,139000,13.1714
12788,140000,12.8378
12862,141000,12.473
12933,142000,13.1268
13004,143000,13.0282
13074,144000,13.3857
13143,145000,13.4203
13214,146000,13.1549
13283,147000,13.3188
13355,148000,12.7917
13424,149000,13.6812
13496,150000,12.875
13571,151000,12.3467
13650,152000,11.7215
13732,153000,10.939
13804,154000,13.125
13875,155000,13.1127
13938,156000,14.6825
14002,157000,14.8438
14069,158000,13.597
14144,159000,12.6133
14211,160000,13.9104
14285,161000,12.5405
14349,162000,14.5781
14416,163000,13.6716
14484,164000,13.9853
14552,165000,13.6029
14627,166000,12.4
14697,167000,13.3143
14770,168000,12.5753
14836,169000,14.1061
14906,170000,13.3429
14973,171000,13.7463
15049,172000,12.4079
15121,173000,12.8611
15189,174000,13.6618
15260,175000,12.9014
15322,176000,15.4194
15395,177000,12.411
15465,178000,13.5
15529,179000,14.6875
15603,180000,12.5405
15669,181000,13.8788
15736,182000,13.7612
15813,183000,12.1948
15886,184000,12.7123
15954,185000,13.8529
16016,186000,15.1935
16076,187000,15.1
16136,188000,15.8833
16206,189000,13.4857
16277,190000,13.1408
16345,191000,13.75
16417,192000,12.8472
16481,193000,14.5156
16546,194000,14.4308
16615,195000,13.4638
16683,196000,13.8382
16746,197000,14.7143
16808,198000,15.2419
16875,199000,13.8209
16944,200000,13.5362
17011,201000,14.0448
17076,202000,14.2615
17144,203000,13.7941
17217,204000,12.7123
17284,205000,13.8209
17345,206000,15.2623
17415,207000,13.4571
17481,208000,14.1818
17558,209000,11.8961
17628,210000,12.9857
17693,211000,14.7231
17753,212000,15.5333
17829,213000,12.2632
17890,214000,15.3279
17969,215000,11.7595
18032,216000,14.4921
18097,217000,14.7077
18157,218000,15.7
18221,219000,14.5
18294,220000,12.8356
18354,221000,15.6667
18422,222000,13.6324
18494,223000,12.8472
18564,224000,13.3429
18627,225000,14.6667
18691,226000,14.7188
18752,227000,15.3443
18818,228000,14.3636
18888,229000,13.2857
18952,230000,14.6406
19020,231000,13.5441
19092,232000,13.0556
19163,233000,13.0845
19234,234000,13.0282
19307,235000,12.6712
19378,236000,13.1549
19446,237000,13.3824
19515,238000,13.8406
19589,239000,12.4324
19643,240000,17.2407
19713,241000,13.0286
19781,242000,14.0882
19851,243000,13.3143
19923,244000,12.9861
19989,245000,14.1061
20053,246000,14.4062
20122,247000,13.5652
20185,248000,14.6349
20254,249000,13.7246
20323,250000,13.6087
20394,251000,12.9155
20464,252000,13.4857
20529,253000,14.3846
20602,254000,12.6712
20673,255000,13.1127
20740,256000,13.597
20803,257000,15.0794
20867,258000,14.6562
20938,259000,13.1831
21012,260000,12.5
21072,261000,15.7167
21141,262000,13.4928
21203,263000,15.0323
21269,264000,14.0303
21342,265000,12.6164
21409,266000,13.9851
21477,267000,13.9706
21545,268000,13.7059
21618,269000,12.3973
21683,270000,14.7385
21749,271000,14.0758
21811,272000,15.2097
21884,273000,12.6164
21954,274000,13.2286
22028,275000,12.5946
22092,276000,14.4375
22162,277000,13.4429
22229,278000,13.8955
22297,279000,13.5588
22366,280000,13.6957
22435,281000,13.5217
22504,282000,13.4348
22570,283000,14.0909
22635,284000,14.4462
22710,285000,12.3467
22779,286000,13.4348
22843,287000,14.6719
