episode,timestep,reward
47,2000,125.4311
91,4000,147.9685
134,6000,141.4552
180,8000,142.3994
218,10000,171.7083
260,12000,149.6638
305,14000,140.3739
346,16000,153.2689
386,18000,164.0762
426,20000,160.7536
463,22000,183.0996
504,24000,159.8498
546,26000,150.6059
586,28000,165.1784
625,30000,162.5859
669,32000,147.8608
707,34000,177.1331
743,36000,185.7637
781,38000,172.6984
821,40000,160.3513
861,42000,161.8787
905,44000,143.4161
944,46000,170.7646
985,48000,156.0587
1053,50000,127.7638
1143,52000,111.323
1228,54000,118.0996
1317,56000,111.2567
1406,58000,110.5577
1494,60000,114.1341
1583,62000,110.8584
1670,64000,115.0777
1754,66000,119.7618
1839,68000,117.567
1924,70000,117.2814
2008,72000,111.327
2074,74000,56.7638
2134,76000,64.8153
2192,78000,73.2623
2243,80000,84.9809
2294,82000,83.5502
