episode,timestep,reward
42,1000,23.2619
84,2000,22.8333
119,3000,28.1429
154,4000,27.6
185,5000,31.7742
208,6000,40.3478
231,7000,42.0
254,8000,43.087
272,9000,54.3333
290,10000,53.3889
307,11000,53.8824
323,12000,60.6875
336,13000,66.2308
353,14000,54.2941
370,15000,52.2353
383,16000,68.4615
397,17000,66.5
409,18000,72.6667
421,19000,72.5
434,20000,59.9231
445,21000,90.6364
454,22000,107.0
465,23000,78.7273
473,24000,110.375
483,25000,91.0
494,26000,72.9091
502,27000,126.125
511,28000,105.3333
519,29000,108.0
529,30000,90.9
535,31000,163.0
540,32000,185.0
545,33000,190.4
551,34000,158.1667
558,35000,127.7143
562,36000,242.25
566,37000,247.75
570,38000,183.75
574,39000,262.75
577,40000,299.3333
581,41000,226.5
584,42000,312.3333
586,43000,500.0
589,44000,446.0
592,45000,240.6667
595,46000,342.3333
600,47000,201.0
602,48000,449.5
604,49000,500.0
606,50000,500.0
608,51000,500.0
610,52000,500.0
612,53000,500.0
614,54000,500.0
616,55000,455.5
618,56000,500.0
620,57000,500.0
622,58000,463.0
625,59000,391.3333
628,60000,393.3333
630,61000,500.0
632,62000,301.0
634,63000,500.0
636,64000,500.0
639,65000,347.6667
641,66000,500.0
643,67000,500.0
645,68000,438.0
648,69000,401.0
650,70000,464.0
653,71000,412.3333
655,72000,500.0
657,73000,500.0
659,74000,414.0
661,75000,500.0
663,76000,500.0
665,77000,500.0
667,78000,500.0
669,79000,500.0
672,80000,380.6667
674,81000,356.0
676,82000,500.0
678,83000,500.0
680,84000,500.0
683,85000,450.3333
685,86000,500.0
687,87000,500.0
689,88000,500.0
691,89000,500.0
693,90000,500.0
695,91000,500.0
697,92000,500.0
699,93000,500.0
701,94000,485.0
703,95000,500.0
705,96000,485.5
707,97000,500.0
709,98000,500.0
711,99000,500.0
713,100000,500.0
715,101000,500.0
717,102000,500.0
719,103000,500.0
721,104000,500.0
723,105000,500.0
725,106000,417.5
727,107000,470.5
730,108000,321.0
732,109000,500.0
734,110000,500.0
736,111000,500.0
738,112000,500.0
740,113000,495.0
742,114000,500.0
744,115000,500.0
746,116000,500.0
748,117000,500.0
750,118000,500.0
752,119000,500.0
754,120000,500.0
757,121000,353.0
759,122000,500.0
761,123000,500.0
763,124000,500.0
765,125000,500.0
767,126000,500.0
769,127000,456.0
771,128000,500.0
773,129000,500.0
775,130000,456.0
778,131000,368.3333
780,132000,500.0
782,133000,500.0
784,134000,500.0
786,135000,500.0
788,136000,500.0
790,137000,500.0
792,138000,500.0
794,139000,500.0
796,140000,500.0
798,141000,500.0
800,142000,500.0
802,143000,500.0
804,144000,500.0
806,145000,500.0
808,146000,500.0
810,147000,500.0
812,148000,500.0
814,149000,500.0
817,150000,388.3333
819,151000,500.0
821,152000,500.0
823,153000,500.0
825,154000,500.0
827,155000,500.0
829,156000,500.0
831,157000,500.0
833,158000,500.0
835,159000,500.0
837,160000,500.0
839,161000,500.0
841,162000,500.0
843,163000,500.0
845,164000,500.0
847,165000,353.0
849,166000,500.0
851,167000,500.0
853,168000,500.0
855,169000,500.0
857,170000,478.0
859,171000,500.0
861,172000,500.0
864,173000,352.3333
866,174000,468.0
868,175000,500.0
