episode,timestep,reward
38,800,21.0
76,1600,20.9737
111,2400,22.5143
142,3200,25.8065
175,4000,24.7273
202,4800,29.037
223,5600,35.8571
247,6400,35.4167
257,7200,81.2
266,8000,82.4444
276,8800,74.8
287,9600,79.3636
292,10400,153.6
297,11200,145.0
301,12000,230.25
305,12800,179.25
311,13600,149.0
314,14400,262.3333
318,15200,189.75
322,16000,187.0
324,16800,305.5
329,17600,219.6
332,18400,236.6667
336,19200,189.0
340,20000,208.5
343,20800,214.0
346,21600,287.0
349,22400,260.3333
352,23200,299.6667
356,24000,229.5
359,24800,232.0
363,25600,216.25
367,26400,194.75
370,27200,249.3333
373,28000,287.3333
378,28800,144.6
382,29600,217.25
386,30400,182.75
390,31200,217.5
394,32000,197.25
398,32800,209.5
401,33600,235.3333
404,34400,234.6667
407,35200,292.6667
413,36000,150.1667
417,36800,208.5
421,37600,169.5
425,38400,203.5
430,39200,172.4
435,40000,149.4
441,40800,143.6667
446,41600,151.0
452,42400,141.0
457,43200,142.4
463,44000,138.3333
469,44800,142.8333
474,45600,167.8
478,46400,176.5
481,47200,190.0
485,48000,266.5
490,48800,172.6
494,49600,184.75
498,50400,171.25
503,51200,188.4
505,52000,392.5
508,52800,276.3333
512,53600,207.0
515,54400,220.0
519,55200,187.25
522,56000,258.0
525,56800,283.6667
527,57600,339.0
530,58400,357.3333
533,59200,227.0
536,60000,279.6667
540,60800,213.5
542,61600,344.5
544,62400,400.0
547,63200,248.6667
551,64000,226.75
555,64800,185.25
558,65600,225.3333
561,66400,339.6667
563,67200,361.5
565,68000,302.0
567,68800,400.0
571,69600,233.5
576,70400,183.0
581,71200,169.4
584,72000,179.6667
589,72800,186.0
594,73600,164.4
598,74400,228.5
600,75200,309.0
603,76000,320.6667
606,76800,274.3333
609,77600,254.6667
612,78400,279.0
615,79200,200.3333
620,80000,202.0
623,80800,219.3333
627,81600,212.25
630,82400,288.6667
633,83200,262.6667
636,84000,253.6667
640,84800,183.0
643,85600,273.3333
648,86400,186.2
652,87200,182.0
656,88000,217.0
659,88800,262.3333
663,89600,187.75
669,90400,130.6667
675,91200,143.5
679,92000,184.0
683,92800,201.25
687,93600,187.0
692,94400,175.4
696,95200,205.75
700,96000,201.25
702,96800,284.0
705,97600,244.6667
709,98400,250.5
713,99200,226.0
716,100000,157.3333
