episode,timestep,reward
48,1000,20.0208
96,2000,19.7708
136,3000,25.9
178,4000,23.119
217,5000,24.5128
249,6000,29.3438
283,7000,29.2941
315,8000,30.625
336,9000,45.0
355,10000,50.2632
372,11000,53.4118
395,12000,40.6957
408,13000,67.5385
421,14000,69.6923
438,15000,55.0
451,16000,67.3846
469,17000,50.5
490,18000,44.5238
507,19000,52.4118
523,20000,55.3125
539,21000,56.125
551,22000,76.3333
568,23000,51.6471
583,24000,61.1333
593,25000,89.4
604,26000,72.0909
616,27000,76.75
632,28000,56.6875
643,29000,72.0909
655,30000,81.75
663,31000,118.0
675,32000,73.25
682,33000,107.1429
692,34000,107.4
700,35000,104.625
708,36000,126.375
715,37000,139.1429
722,38000,131.0
729,39000,131.0
736,40000,121.5714
739,41000,292.3333
742,42000,372.3333
746,43000,196.25
749,44000,261.0
752,45000,466.3333
754,46000,475.5
756,47000,500.0
758,48000,500.0
760,49000,500.0
762,50000,500.0
764,51000,500.0
766,52000,439.5
768,53000,466.0
772,54000,263.0
774,55000,500.0
776,56000,447.5
778,57000,500.0
780,58000,500.0
783,59000,361.0
788,60000,189.8
790,61000,500.0
792,62000,419.5
794,63000,500.0
796,64000,500.0
799,65000,353.0
801,66000,500.0
803,67000,500.0
805,68000,446.5
809,69000,317.25
811,70000,439.0
813,71000,500.0
815,72000,340.0
818,73000,345.6667
820,74000,500.0
823,75000,310.6667
825,76000,500.0
827,77000,500.0
829,78000,500.0
831,79000,500.0
833,80000,500.0
835,81000,500.0
837,82000,500.0
839,83000,500.0
841,84000,500.0
843,85000,500.0
846,86000,390.6667
848,87000,500.0
850,88000,425.0
852,89000,500.0
854,90000,500.0
856,91000,500.0
859,92000,420.3333
861,93000,500.0
863,94000,500.0
865,95000,500.0
867,96000,500.0
869,97000,500.0
871,98000,500.0
875,99000,280.25
878,100000,184.0
