episode,timestep,reward
35,800,22.4286
71,1600,22.5278
96,2400,31.76
124,3200,28.8214
151,4000,29.0741
176,4800,32.48
189,5600,60.3077
207,6400,44.3889
219,7200,56.8333
231,8000,77.0
237,8800,133.5
241,9600,175.75
247,10400,143.8333
251,11200,187.0
254,12000,236.6667
259,12800,184.4
263,13600,203.5
267,14400,189.5
270,15200,235.0
274,16000,179.5
277,16800,294.6667
280,17600,310.0
283,18400,269.6667
286,19200,262.6667
290,20000,205.5
294,20800,209.75
296,21600,340.5
298,22400,274.5
301,23200,333.3333
304,24000,217.0
307,24800,357.3333
312,25600,165.6
315,26400,241.0
319,27200,221.5
321,28000,231.5
324,28800,293.3333
326,29600,361.5
329,30400,381.3333
331,31200,334.0
334,32000,270.0
338,32800,205.75
341,33600,239.0
344,34400,260.0
347,35200,305.3333
349,36000,350.5
352,36800,288.3333
354,37600,344.0
356,38400,343.5
360,39200,274.0
362,40000,260.5
365,40800,304.0
369,41600,239.0
372,42400,273.3333
374,43200,286.5
376,44000,400.0
379,44800,311.0
381,45600,400.0
383,46400,388.5
385,47200,369.5
387,48000,379.5
390,48800,334.0
393,49600,275.3333
395,50400,283.0
398,51200,280.6667
400,52000,339.5
403,52800,346.6667
405,53600,385.5
407,54400,400.0
409,55200,400.0
411,56000,361.5
413,56800,373.5
415,57600,352.5
418,58400,369.0
420,59200,379.0
422,60000,377.0
424,60800,400.0
426,61600,358.0
429,62400,341.6667
431,63200,400.0
433,64000,400.0
435,64800,400.0
437,65600,230.0
439,66400,400.0
441,67200,400.0
443,68000,400.0
445,68800,400.0
447,69600,400.0
449,70400,400.0
451,71200,378.0
454,72000,389.0
456,72800,400.0
458,73600,400.0
460,74400,400.0
462,75200,400.0
464,76000,400.0
466,76800,400.0
468,77600,400.0
470,78400,400.0
473,79200,169.3333
475,80000,400.0
477,80800,400.0
479,81600,400.0
481,82400,400.0
483,83200,400.0
485,84000,400.0
487,84800,400.0
489,85600,400.0
492,86400,300.6667
494,87200,400.0
496,88000,396.5
498,88800,371.0
500,89600,391.5
502,90400,400.0
504,91200,382.5
506,92000,400.0
508,92800,400.0
510,93600,400.0
512,94400,400.0
514,95200,400.0
516,96000,400.0
518,96800,400.0
520,97600,385.0
522,98400,400.0
524,99200,400.0
526,100000,400.0
