episode,timestep,reward
41,1000,23.1951
89,2000,21.8333
125,3000,27.4722
163,4000,26.0
194,5000,31.2581
224,6000,34.4667
241,7000,59.2941
263,8000,45.7273
284,9000,45.1905
297,10000,75.3846
305,11000,126.875
312,12000,128.4286
318,13000,169.5
328,14000,114.5
336,15000,118.75
343,16000,147.1429
349,17000,151.8333
353,18000,261.0
359,19000,176.6667
365,20000,167.0
371,21000,164.1667
375,22000,240.75
380,23000,194.4
384,24000,242.75
388,25000,239.5
394,26000,166.0
398,27000,272.0
402,28000,259.25
406,29000,220.25
409,30000,380.0
412,31000,288.0
416,32000,267.0
420,33000,248.5
424,34000,253.75
429,35000,201.6
433,36000,231.75
436,37000,298.6667
440,38000,263.0
443,39000,320.6667
447,40000,264.0
449,41000,458.0
451,42000,500.0
454,43000,380.0
456,44000,500.0
458,45000,500.0
460,46000,500.0
462,47000,500.0
464,48000,500.0
466,49000,500.0
468,50000,487.5
470,51000,464.5
473,52000,402.3333
476,53000,318.3333
478,54000,405.0
480,55000,500.0
483,56000,387.0
485,57000,500.0
487,58000,442.0
489,59000,500.0
491,60000,487.0
493,61000,500.0
495,62000,500.0
497,63000,500.0
499,64000,492.5
502,65000,380.6667
504,66000,447.0
506,67000,353.5
508,68000,500.0
510,69000,500.0
512,70000,500.0
514,71000,500.0
516,72000,500.0
518,73000,500.0
521,74000,453.3333
523,75000,500.0
526,76000,325.0
528,77000,401.5
530,78000,500.0
532,79000,482.0
535,80000,410.6667
537,81000,493.5
539,82000,500.0
541,83000,354.0
544,84000,416.0
546,85000,495.5
548,86000,500.0
550,87000,468.5
552,88000,500.0
554,89000,455.5
556,90000,500.0
559,91000,364.3333
562,92000,410.0
564,93000,500.0
566,94000,500.0
568,95000,429.0
570,96000,500.0
572,97000,500.0
574,98000,497.0
576,99000,500.0
578,100000,484.5
